index,p1.championId,p2.championId,p3.championId,p4.championId,p5.championId,p6.championId,p7.championId,p8.championId,p9.championId,p10.championId,p1.xpDiffPerMinDeltas,p2.xpDiffPerMinDeltas,p3.xpDiffPerMinDeltas,p4.xpDiffPerMinDeltas,p5.xpDiffPerMinDeltas,p6.xpDiffPerMinDeltas,p7.xpDiffPerMinDeltas,p8.xpDiffPerMinDeltas,p9.xpDiffPerMinDeltas,p10.xpDiffPerMinDeltas,t1.goldPerMinDeltas,t2.goldPerMinDeltas,t1.firstBlood,t2.firstBlood,t1.firstRiftHerald,t2.firstRiftHerald,t1.win
7152,98,69,202,80,35,119,25,164,131,120,40.5,76.9,-19.35,-19.35,-115.7,19.35,19.35,-40.5,-76.9,115.7,1250.8,1381.6,0,1,1,0,0
7153,202,98,26,63,104,30,14,350,81,91,0,118.4,0,118.4,66.5,-66.5,0,0,-118.4,-118.4,1726.5,1325.7,0,1,1,0,1
7154,145,12,238,122,421,350,85,22,555,35,33.8,33.8,-53.2,-16,-157.6,-33.8,16,-33.8,53.2,157.6,1141.4,1230.5,0,1,0,1,0
7155,56,12,104,61,202,114,517,26,421,81,69.1,0,34,0,0,-69.1,0,0,-34,0,1334,1360.6,0,1,1,0,0
7156,98,876,81,39,497,41,107,111,61,157,0,0,17.1,-38.5,17.1,0,0,-17.1,38.5,-17.1,1499.4,1256.3,1,0,1,0,0
7157,81,497,4,120,10,119,516,104,201,84,88.14,88.14,88.14,88.14,88.14,-88.14,-88.14,-88.14,-88.14,-88.14,1846.8,1165.6,1,0,1,0,1
7158,555,81,105,120,62,64,202,517,89,82,2.65,2.65,-78.9,14.7,-84.8,-14.7,-2.65,78.9,-2.65,84.8,1422.7,1556.3,0,1,1,0,0
7159,51,147,92,78,99,104,245,57,86,119,3,13.5,37.4,-34.5,3,34.5,-13.5,-3,-37.4,-3,1322.4,1301.8,0,1,0,1,0
7160,8,142,876,3,21,350,555,28,98,115,10.7,0,0,67.7,67.7,-67.7,0,0,-10.7,-67.7,1457.4,1391.3,0,1,1,0,0
7161,76,360,555,14,74,104,114,80,4,235,25.4,0,-26.75,0,-26.75,-25.4,0,26.75,0,26.75,1411.8,1663.5,0,1,0,1,0
7162,54,120,37,202,55,23,79,203,57,22,0,-61.8,-1.1,-1.1,0,0,61.8,0,1.1,1.1,1397.1,1486.8,0,1,0,1,0
7163,28,41,29,350,1,164,105,245,3,236,-4,-10.8,14.7,14.7,9.4,10.8,-9.4,4,-14.7,-14.7,1421.3,1525.8,0,1,0,1,1
7164,107,412,119,876,134,157,236,76,147,54,-20.42,-20.42,-20.42,-20.42,-20.42,20.42,20.42,20.42,20.42,20.42,1254.5,1344.4,0,1,0,1,0
7165,4,12,104,39,235,114,81,497,236,245,0,0,-47.5,-91.9,0,91.9,0,0,0,47.5,1483.4,1503.8,1,0,1,0,0
7166,84,1,202,39,141,119,126,412,60,58,-126.1,-53.15,-53.15,77,57.9,53.15,-77,53.15,-57.9,126.1,1190.3,1454.3,1,0,0,1,0
7167,203,18,875,412,63,15,14,1,104,350,94.4,0,0,-18.35,-18.35,18.35,0,0,-94.4,18.35,1393.1,1183.7,1,0,0,1,1
7168,53,141,133,61,81,84,23,76,432,202,0,-69.5,0,0,0,0,0,69.5,0,0,1064.5,1670.6,0,1,0,1,0
7169,24,245,81,117,134,517,12,85,121,360,-52.2,71.3,-3,-3,-20.6,20.6,3,52.2,-71.3,3,1192.4,1234.7,0,1,0,1,1
7170,30,89,82,777,91,412,164,236,245,81,-3.3,34.6,51,34.6,-120.2,-34.6,-51,120.2,3.3,-34.6,1323.9,1394.2,0,1,0,1,0
7171,121,119,80,147,517,421,61,54,412,360,-43.1,15.75,15.75,2.5,9.6,43.1,-2.5,-9.6,-15.75,-15.75,1445.8,1314,1,0,1,0,1
7172,92,38,81,78,141,51,875,115,147,32,39.4,-5.7,-49.6,-49.6,150.6,49.6,-39.4,49.6,5.7,-150.6,1386.3,1554.9,0,1,0,1,1
7173,126,104,38,157,518,89,81,63,79,164,0,0,0,0,0,0,0,0,0,0,1346.6,1300.3,0,1,0,1,1
7174,164,143,1,154,115,26,104,202,38,84,0,22.25,0,-19.5,22.25,-22.25,19.5,-22.25,0,0,1328.9,1199.1,1,0,0,1,0
7175,145,12,141,36,63,35,17,134,22,518,22.45,22.45,-132.3,-36.9,-6.8,132.3,36.9,6.8,-22.45,-22.45,1410.7,1497.6,0,1,0,1,1
7176,53,236,131,22,20,777,427,31,81,43,0,0,0,0,-49.9,0,49.9,0,0,0,1346.6,1332.5,1,0,1,0,0
7177,517,141,236,555,39,119,61,497,75,77,0,-44.6,0,0,-23.3,0,0,0,23.3,44.6,1537.1,1454.5,1,0,0,1,1
7178,92,267,85,523,102,53,21,517,876,104,0,-8.15,0,-8.15,-82.4,8.15,8.15,0,0,82.4,1490.5,1458,1,0,1,0,1
7179,81,53,64,85,92,107,35,29,24,89,0,0,0,-71.3,109.6,0,71.3,0,-109.6,0,1544.4,1463.9,0,1,1,0,0
7180,421,134,164,117,22,202,235,101,98,20,66.6,-59.2,9.6,-15.45,-15.45,15.45,15.45,59.2,-9.6,-66.6,1218,1311.7,1,0,1,0,1
7181,114,163,111,39,77,23,145,89,35,17,9.04,9.04,9.04,9.04,9.04,-9.04,-9.04,-9.04,-9.04,-9.04,1467.3,1328.5,0,1,0,1,0
7182,267,517,157,81,76,31,104,235,7,63,18.8,48.9,48.6,18.8,132.5,-48.9,-132.5,-18.8,-48.6,-18.8,1579.5,1069.4,0,1,1,0,1
7183,92,119,76,518,238,89,4,203,202,62,37.02,37.02,37.02,37.02,37.02,-37.02,-37.02,-37.02,-37.02,-37.02,1697.8,1372.7,1,0,1,0,1
7184,238,81,17,875,203,89,3,202,35,164,-73.7,0,0,0,-43.7,0,73.7,0,43.7,0,1175.3,1391.8,0,1,0,1,0
7185,89,555,28,114,360,67,24,876,12,236,57.05,7.8,110.9,-34.3,57.05,-57.05,34.3,-110.9,-57.05,-7.8,1587.5,1305.4,1,0,1,0,0
7186,114,104,134,81,89,164,203,29,26,245,-48.3,-62.3,117.4,18.05,18.05,48.3,62.3,-18.05,-18.05,-117.4,1310.5,1383.1,0,1,1,0,0
7187,119,157,12,59,17,121,875,117,161,22,58.85,-7.5,58.85,-51.3,29.9,51.3,-29.9,-58.85,7.5,-58.85,1468.9,1236.4,0,1,0,1,1
7188,122,3,50,121,360,80,61,107,203,98,-25.04,-25.04,-25.04,-25.04,-25.04,25.04,25.04,25.04,25.04,25.04,1203,1317,0,1,1,0,0
7189,523,117,18,8,421,81,84,37,104,164,132.4,132.4,-52.5,-21.5,54,-132.4,52.5,-132.4,-54,21.5,1568.6,1142.9,1,0,0,1,1
7190,12,24,30,876,202,245,2,80,81,1,72.7,-15.6,-76.5,106.5,72.7,-106.5,15.6,76.5,-72.7,-72.7,1715.9,1466.2,0,1,0,1,1
7191,24,555,245,12,145,59,8,360,89,164,0,0,-30.7,22.2,22.2,30.7,0,-22.2,-22.2,0,1300.5,1297.3,0,1,0,1,0
7192,63,82,360,4,203,235,267,3,107,266,-48.95,38.2,-48.95,74.1,-32.4,48.95,48.95,-74.1,32.4,-38.2,1249.3,1268.3,0,1,1,0,0
7193,86,27,145,20,117,875,498,122,30,157,0,0,0,-0.6,0,0,0,0,0.6,0,1608.6,1577.6,1,0,1,0,0
7194,50,131,523,107,164,22,24,103,245,201,51.25,-81.5,51.25,11.8,-13,-51.25,13,81.5,-11.8,-51.25,1409.7,1253,0,1,1,0,1
7195,23,76,267,31,202,523,117,61,141,240,0,72.6,0,78.2,0,0,0,0,-72.6,-78.2,1504.2,1285.4,1,0,1,0,0
7196,121,8,235,126,147,518,202,245,106,555,-68.2,-39.5,-50.8,60.2,-50.8,50.8,50.8,68.2,-60.2,39.5,1278,1698.8,0,1,0,1,1
7197,64,84,24,81,555,202,53,85,106,875,-3.5,0,0,-18.9,-18.9,18.9,18.9,0,0,3.5,1413.3,1393.3,0,1,1,0,1
7198,4,104,106,40,202,412,24,517,119,20,0,0,0,0,0,0,0,0,0,0,1258.5,1493.3,0,1,0,1,0
7199,76,236,555,517,154,157,79,80,62,202,-19.6,0,0,0,-189.5,0,19.6,0,189.5,0,1379.8,1539.8,1,0,0,0,0
7200,99,154,51,78,84,432,81,105,104,92,143.04,143.04,143.04,143.04,143.04,-143.04,-143.04,-143.04,-143.04,-143.04,1502.8,874.7,1,0,1,0,1
7201,40,7,77,98,202,876,350,120,235,518,57.2,63.2,-6.8,-34.8,57.2,34.8,-57.2,6.8,-57.2,-63.2,1518.8,1371.8,1,0,1,0,0
7202,17,412,203,13,236,777,876,39,202,497,-120.6,0,0,68.4,0,-68.4,0,120.6,0,0,1256.9,1570.3,1,0,0,1,0
7203,134,202,84,497,141,12,142,54,427,360,33.3,39.85,93.4,39.85,21.2,-39.85,-33.3,-93.4,-21.2,-39.85,1450,1345.3,0,1,0,0,1
7204,876,236,89,78,360,235,107,39,40,1,-83.7,35.4,59.45,19.8,59.45,-59.45,83.7,-19.8,-59.45,-35.4,1413,1339.2,0,1,1,0,1
7205,21,134,62,12,76,104,38,202,89,84,115.12,115.12,115.12,115.12,115.12,-115.12,-115.12,-115.12,-115.12,-115.12,1675.2,1176.8,1,0,0,0,1
7206,114,26,81,91,79,59,68,126,45,111,85.4,18.75,18.75,-93.2,56.3,-56.3,93.2,-85.4,-18.75,-18.75,1410.1,1236.2,0,1,0,1,1
7207,120,89,41,202,84,360,80,203,39,245,124.6,-0.6,122.3,-0.6,-25.6,0.6,0.6,-124.6,-122.3,25.6,1391.3,1191.1,1,0,1,0,1
7208,145,147,24,30,105,40,45,56,38,120,-35.22,-35.22,-35.22,-35.22,-35.22,35.22,35.22,35.22,35.22,35.22,1263.7,1611.1,0,1,1,0,0
7209,23,53,202,517,876,104,81,24,8,432,-83.5,23.35,23.35,-28.3,51.6,-51.6,-23.35,83.5,28.3,-23.35,1330,1374.6,0,1,0,1,0
7210,54,235,40,236,876,24,104,147,61,202,0,0,0,0,19.4,0,-19.4,0,0,0,1181.4,1179.1,1,0,1,0,0
7211,235,876,1,777,114,8,81,89,203,516,-5.05,-69.4,-5.05,-159.4,38.6,159.4,5.05,5.05,69.4,-38.6,1327.6,1508.2,1,0,0,1,0
7212,202,121,98,54,518,41,89,104,238,115,80.5,-44,21.9,-12.7,80.5,-21.9,-80.5,44,12.7,-80.5,1540,1236.6,1,0,0,1,1
7213,245,523,48,201,517,122,45,50,20,236,-96.9,-11.9,46.9,-11.9,-80,80,11.9,11.9,-46.9,96.9,1366.1,1484.4,0,1,1,0,1
7214,876,62,119,236,101,63,28,202,517,23,-141.1,0,-71.05,0,-71.05,71.05,141.1,71.05,0,0,1243.7,1602.4,1,0,0,1,0
7215,517,64,62,53,360,12,420,30,235,121,0,-16.5,-6.4,0,0,0,6.4,0,0,16.5,1377.7,1185.7,1,0,1,0,1
7216,236,516,145,80,20,3,267,114,81,2,46.4,194.2,0,0,0,-46.4,0,-194.2,0,0,1582.8,1517.7,0,1,1,0,0
7217,876,81,8,33,147,142,145,141,41,518,-71.36,-71.36,-71.36,-71.36,-71.36,71.36,71.36,71.36,71.36,71.36,1233.8,1423.6,0,1,0,1,0
7218,1,235,107,89,114,111,8,22,161,141,-39.5,8.3,-70.7,8.3,-174.2,-8.3,174.2,-8.3,39.5,70.7,1267.7,1363.9,1,0,0,1,0
7219,142,62,104,111,21,28,114,12,3,145,-34.8,-48.1,8.1,42.1,42.1,-8.1,48.1,-42.1,34.8,-42.1,1332.6,1279.9,1,0,1,0,0
7220,145,142,64,114,555,202,101,131,203,62,53.78,53.78,53.78,53.78,53.78,-53.78,-53.78,-53.78,-53.78,-53.78,1663.9,1130.6,1,0,1,0,1
7221,147,4,202,79,39,117,107,1,31,523,0,0,0,-117.7,136.1,0,117.7,0,-136.1,0,1399,1640.6,1,0,0,1,1
7222,69,76,157,23,117,104,131,53,360,98,0,81.3,-45.1,0,-45.1,-81.3,0,45.1,45.1,0,1467.6,1448.8,1,0,1,0,1
7223,80,62,64,74,91,92,145,875,107,517,22.1,-5.7,-6.6,22.1,13.5,5.7,-22.1,-22.1,6.6,-13.5,1424.2,1488.6,0,1,0,0,1
7224,497,43,45,39,120,106,104,131,202,89,-33.75,0,-33.75,0,-142.8,0,142.8,0,33.75,33.75,1133.4,1274.6,0,1,0,1,0
7225,81,203,17,432,777,64,41,21,161,80,-41.05,-29.5,-42.3,-41.05,-127.4,29.5,42.3,41.05,127.4,41.05,1319.9,1645.7,0,1,1,0,0
7226,58,147,145,80,104,517,203,202,84,26,-8.8,9.6,20.05,20.05,1.8,8.8,-1.8,-20.05,-9.6,-20.05,1490.1,1389.8,1,0,1,0,1
7227,238,412,164,60,236,89,92,107,145,105,-44,-36.25,75.3,12.2,-36.25,36.25,-75.3,-12.2,36.25,44,1415.6,1357.1,1,0,1,0,0
7228,20,3,235,24,61,202,92,16,76,517,-77.2,0,0,0,98.2,0,0,0,77.2,-98.2,1347.9,1279.3,1,0,1,0,1
7229,104,40,202,8,41,164,350,81,154,82,59.7,90.3,90.3,29,5.4,-5.4,-90.3,-90.3,-59.7,-29,1421.2,1128,1,0,1,0,1
7230,61,121,126,1,119,3,164,412,429,421,-11.8,0,0,37.85,37.85,11.8,0,-37.85,-37.85,0,1438.4,1443.1,1,0,0,0,1
7231,555,21,161,98,104,4,516,18,432,59,0,0,0,0,0,0,0,0,0,0,1286.7,1361.7,1,0,0,1,0
7232,154,96,40,117,157,246,412,236,64,517,-66.8,0,0,-231.1,0,0,0,0,66.8,231.1,1410.1,1546,0,1,0,1,1
7233,38,64,517,81,25,119,3,43,104,8,0,14,85.8,0,0,0,0,0,-14,-85.8,1423,1673.9,0,1,0,1,0
7234,111,164,245,81,107,114,30,67,3,412,22.9,0,0,22.9,71.1,0,-71.1,-22.9,0,-22.9,1365.5,1355.3,1,0,0,1,1
7235,121,117,50,81,114,68,145,147,141,164,98.8,-25.2,0,-25.2,0,0,25.2,25.2,-98.8,0,1309.2,1345.3,1,0,1,0,1
7236,517,64,54,147,157,115,246,104,555,58,22.3,80.3,18.5,65.7,65.7,-65.7,-22.3,-80.3,-65.7,-18.5,1799.1,1417.6,1,0,0,1,0
7237,30,105,86,81,432,245,76,98,412,429,0,-56.5,0,7.4,7.4,56.5,0,0,-7.4,-7.4,1284.4,1383.7,0,1,0,1,1
7238,103,41,202,120,555,516,133,235,89,121,-18.4,36.5,26,49.6,26,18.4,-36.5,-26,-26,-49.6,1354.7,1197.8,1,0,1,0,1
7239,23,875,157,60,517,236,8,120,518,81,148.1,22.55,22.55,15,41.1,-41.1,-148.1,-15,-22.55,-22.55,1484.8,1315.8,1,0,1,0,1
7240,875,121,81,23,7,777,202,497,20,54,59.5,-92.3,59.5,-24.2,98,-98,-59.5,-59.5,92.3,24.2,1372,1298.3,0,1,0,1,0
7241,517,497,203,360,41,107,555,164,202,30,17.1,19.8,-55.2,19.8,24,55.2,-19.8,-17.1,-19.8,-24,1695,1529.2,1,0,1,0,1
7242,81,350,8,105,64,69,21,876,91,147,-12,-12,-14.4,15.1,-185.6,14.4,12,185.6,-15.1,12,1281.4,1558.6,0,1,1,0,0
7243,18,164,134,245,89,145,497,246,517,84,-20.4,0,0,-83.1,0,0,0,20.4,83.1,0,1259.1,1424.1,1,0,0,1,0
7244,64,21,8,16,105,126,40,81,104,131,-120.9,6.9,0,6.9,0,0,-6.9,-6.9,120.9,0,1318.5,1317.6,0,1,1,0,0
7245,203,10,3,12,202,360,14,28,25,62,-89.2,-56.1,23,-74.3,-74.3,74.3,56.1,89.2,74.3,-23,1280.8,1499.1,1,0,1,0,0
7246,497,517,104,164,202,81,120,84,266,1,-10.8,-10.3,74.8,-44.6,-10.8,10.8,-74.8,10.3,44.6,10.8,1467.3,1389.1,0,1,1,0,0
7247,120,412,235,157,74,236,114,111,22,76,-10,-10,-10,-10,-10,10,10,10,10,10,1480.2,1361.8,1,0,1,0,1
7248,120,103,81,777,555,58,28,236,111,235,-24.3,75.9,-16.35,54.8,-16.35,-75.9,24.3,-54.8,16.35,16.35,1342.3,1191.8,1,0,1,0,1
7249,43,68,203,117,4,81,875,516,104,134,44.8,1.8,69.2,1.8,-140.8,-1.8,-1.8,-44.8,-69.2,140.8,1397.3,1358.5,0,1,1,0,0
7250,7,497,2,106,360,203,157,82,117,101,32.2,-4.95,0,0,-4.95,0,4.95,0,4.95,-32.2,1488.6,1173.6,1,0,1,0,1
7251,497,142,203,114,81,777,12,79,24,202,-79.45,68.3,0,0,-79.45,0,79.45,0,-68.3,79.45,1304,1402.1,0,1,1,0,0
7252,57,164,76,63,235,92,141,202,80,3,-88.95,-117.1,136.9,110.1,-88.95,117.1,-136.9,88.95,88.95,-110.1,1302.8,1514.7,0,1,1,0,0
7253,164,59,21,161,3,131,432,134,141,78,113.2,-112.3,-75.05,7,-75.05,-7,75.05,75.05,112.3,-113.2,1245.7,1307.7,1,0,1,0,1
7254,61,145,11,117,43,22,104,69,23,518,0,-96.4,0,-5.7,0,96.4,0,0,5.7,0,1214.7,1526.8,1,0,0,1,0
7255,121,122,81,117,61,157,154,266,119,89,50.4,10.3,-51.05,-51.05,-70,70,-50.4,-10.3,51.05,51.05,1239,1354.3,1,0,0,1,0
7256,119,518,120,62,111,30,81,79,23,117,0,0,0,0,0,0,0,0,0,0,1682.2,1586.5,1,0,1,0,1
7257,35,84,126,875,157,4,145,117,76,58,-12.7,0,0,17.8,17.8,0,-17.8,-17.8,12.7,0,1439.9,1271.7,0,1,1,0,0
7258,4,98,498,120,40,777,115,497,121,114,-7.6,-18.1,22.8,82.7,22.8,7.6,-22.8,-22.8,-82.7,18.1,1486,1372.5,1,0,0,1,1
7259,63,412,104,7,41,203,202,89,2,1,0,0,106.8,0,0,-106.8,0,0,0,0,1457.2,1232,1,0,1,0,1
7260,53,23,203,74,38,58,236,45,80,30,0,139.6,-128.9,0,0,-139.6,0,0,0,128.9,1320.4,1713,1,0,0,1,0
7261,142,64,360,98,89,517,119,117,62,120,-19.34,-19.34,-19.34,-19.34,-19.34,19.34,19.34,19.34,19.34,19.34,1610.8,1524.5,1,0,1,0,1
7262,22,164,142,875,121,58,98,4,202,76,0,0,0,0,-30.5,0,0,0,0,30.5,1514.7,1514.8,1,0,1,0,1
7263,22,64,35,106,117,57,267,15,11,44,-46,-117.3,0,0,-46,0,46,46,117.3,0,1137,1289.9,0,1,0,1,0
7264,145,23,3,64,432,85,69,81,40,104,-57.75,-163.8,51.6,43,-57.75,163.8,-51.6,57.75,57.75,-43,1289.7,1601.1,0,1,0,1,0
7265,89,134,41,81,107,22,80,105,64,114,-26.4,0,0,-26.4,28.3,26.4,26.4,0,-28.3,0,1276.4,1566.4,0,1,1,0,0
7266,81,37,57,104,8,61,498,98,117,121,12.1,12.1,0,2.3,0,0,-12.1,0,-12.1,-2.3,1205,1234,1,0,1,0,1
7267,107,74,81,147,80,24,202,517,76,12,-47.6,-47.6,-47.6,-47.6,-47.6,47.6,47.6,47.6,47.6,47.6,1311.2,1542.7,0,1,0,1,0
7268,202,53,84,19,142,80,236,23,876,38,-4.1,-4.1,-9.1,-46.6,-52.8,4.1,4.1,9.1,46.6,52.8,1315.2,1526.4,0,1,1,0,0
7269,22,28,157,106,875,432,104,50,145,114,18.7,-63.9,-6.8,12.9,18.7,-18.7,63.9,6.8,-18.7,-12.9,1290.8,1340,1,0,0,1,0
7270,202,84,121,555,114,412,429,104,517,10,0,0,83.1,0,0,0,0,-83.1,0,0,1417.2,1352.9,0,1,1,0,1
7271,119,117,10,876,91,202,164,32,1,61,29.35,29.35,0,0,-36.9,-29.35,0,0,-29.35,36.9,1431.5,1176.1,1,0,1,0,1
7272,126,57,62,76,119,114,777,63,876,875,-91.2,9.45,57.3,-99.7,9.45,-57.3,91.2,-9.45,99.7,-9.45,1645,1578,1,0,1,0,1
7273,29,497,64,142,126,21,50,516,141,25,19.35,19.35,-133.8,79.7,-30.3,-19.35,-19.35,30.3,133.8,-79.7,1396,1473,1,0,1,0,0
7274,8,145,53,104,86,164,20,21,161,25,-116,33.5,33.5,67.4,24.6,-24.6,-67.4,-33.5,116,-33.5,1412.2,1433.9,0,1,0,1,0
7275,120,122,84,40,21,72,81,350,517,24,57.1,0,0,27.35,27.35,-57.1,-27.35,-27.35,0,0,1570.7,1274.3,1,0,1,0,1
7276,517,164,141,145,497,119,2,114,30,80,0,-23.9,-53.2,0,0,0,53.2,23.9,0,0,1321.6,1390.7,0,1,0,1,0
7277,267,245,157,119,98,104,164,3,43,81,-38.5,0,107,-38.5,0,0,0,-107,38.5,38.5,1265.1,1321.5,0,1,1,0,0
7278,104,164,63,412,777,92,81,875,64,517,120.7,0,0,9.05,9.05,0,-9.05,-9.05,-120.7,0,1621,1502.6,1,0,1,0,1
7279,25,115,202,24,2,29,516,39,76,497,7.6,-7.4,7.6,1.7,5.6,-7.6,-1.7,7.4,-5.6,-7.6,1237.9,1183.7,0,1,1,0,1
7280,62,81,141,3,432,58,61,40,21,876,-145.2,49.95,-22.7,-15.8,49.95,145.2,15.8,-49.95,-49.95,22.7,1381.9,1403.5,0,1,1,0,1
7281,51,555,876,236,518,39,112,202,120,111,51.8,51.8,-17.9,21.3,-69.6,69.6,-21.3,-51.8,17.9,-51.8,1530.7,1480.5,0,1,0,1,0
7282,81,8,350,126,56,236,875,91,84,154,-41,41.4,-41,58.6,202.9,41,41,-41.4,-58.6,-202.9,1394,1323.7,1,0,1,0,1
7283,40,114,202,777,876,875,121,164,236,3,-4.7,33.9,-4.7,-0.4,64,4.7,-64,-33.9,4.7,0.4,1498.6,1337.7,0,1,1,0,1
7284,84,12,202,68,64,85,120,246,115,81,78.3,0.55,0.55,26,71.1,-26,-71.1,-78.3,-0.55,-0.55,1409.1,1270.8,0,1,0,1,1
7285,119,39,28,63,111,114,876,134,202,432,-48.66,-48.66,-48.66,-48.66,-48.66,48.66,48.66,48.66,48.66,48.66,1415.8,1655.8,0,1,0,1,0
7286,267,15,4,11,117,61,44,51,39,104,-6.65,-6.65,-49.6,99.2,-171.1,49.6,6.65,6.65,171.1,-99.2,1264.6,1538.7,0,1,1,0,0
7287,497,22,84,68,141,876,51,58,12,4,-46.1,-46.1,-46.1,-46.1,-46.1,46.1,46.1,46.1,46.1,46.1,1164.6,1561.9,0,1,0,0,0
7288,40,24,13,876,202,104,7,432,51,23,-58.9,-25.2,58.3,88.8,-58.9,-88.8,-58.3,58.9,58.9,25.2,1408.8,1309.1,1,0,1,0,0
7289,13,6,85,875,202,91,81,432,35,164,-33.8,-33.8,-33.8,-33.8,-33.8,33.8,33.8,33.8,33.8,33.8,1347.8,1499.3,0,1,0,1,0
7290,145,120,555,266,50,91,30,147,157,78,55.15,-12.6,55.15,-32.8,-67.1,67.1,12.6,-55.15,-55.15,32.8,1512.2,1451.3,1,0,0,0,0
7291,38,104,40,202,39,53,876,54,22,517,63.9,96,-103.05,-103.05,98.2,103.05,-96,-98.2,103.05,-63.9,1389.3,1482.4,0,1,1,0,1
7292,104,54,517,81,89,20,38,126,12,360,45.6,21.1,9.1,-63.3,-63.3,-45.6,-9.1,-21.1,63.3,63.3,1447.3,1408.7,1,0,1,0,1
7293,18,432,141,82,85,498,68,62,497,64,-20.7,-20.7,-25.6,19.5,-30.4,20.7,30.4,-19.5,20.7,25.6,1263.1,1404.4,0,1,0,1,0
7294,4,76,98,81,12,114,111,1,107,235,67.9,60.3,-27.9,32.15,32.15,27.9,-32.15,-67.9,-60.3,-32.15,1553.6,1221.3,0,1,1,0,1
7295,78,119,35,432,147,236,157,74,120,350,0,-0.35,21,-0.35,0,0,0,0.35,-21,0.35,1333,1315.8,1,0,1,0,0
7296,202,80,121,85,30,201,13,106,81,64,0,0,-38.4,59.2,0,0,0,-59.2,0,38.4,1263.1,1358.9,0,1,1,0,0
7297,29,516,141,777,117,39,20,89,202,517,0,0,92.7,0,0,0,-92.7,0,0,0,1431.1,1328.3,0,1,0,1,1
7298,131,141,63,111,360,119,117,134,76,98,-13.48,-13.48,-13.48,-13.48,-13.48,13.48,13.48,13.48,13.48,13.48,1788.9,1937,1,0,1,0,0
7299,157,427,54,61,518,523,117,63,79,39,15.5,12.6,110,40.45,40.45,-40.45,-40.45,-15.5,-12.6,-110,1469.3,1252.3,0,1,1,0,1
7300,54,777,76,222,201,517,202,121,131,89,-3.8,0,-38.6,0,0,3.8,0,38.6,0,0,1167.2,1387.5,0,1,1,0,0
7301,236,31,122,245,267,202,432,121,23,131,70.2,-55,96.8,-15.8,70.2,-70.2,-70.2,55,-96.8,15.8,1562,1343.2,0,1,0,1,1
7302,104,202,98,84,78,517,164,80,876,235,-11.7,-73.5,-73.5,-54.9,83.4,54.9,-83.4,73.5,11.7,73.5,1342,1653.9,0,1,1,0,1
7303,111,81,3,54,107,202,62,517,497,876,-13.85,-13.85,27,-46,-115.6,13.85,46,-27,13.85,115.6,1346.5,1557.2,0,1,1,0,0
7304,21,38,421,12,68,517,235,57,876,114,-13,74.7,-56.3,-13,59.1,-74.7,13,13,56.3,-59.1,1113.2,1384.4,0,1,1,0,1
7305,360,104,61,98,25,12,121,24,4,81,0,3.6,-43.75,0,-43.75,0,-3.6,43.75,43.75,0,1350.2,1294.1,1,0,1,0,0
7306,53,157,154,92,114,51,147,107,74,24,0,0,-174.6,0,-118.4,0,0,174.6,0,118.4,1379.6,1521.1,0,1,0,1,0
7307,76,55,54,111,360,141,235,80,41,85,-14,0,107.9,0,0,14,0,0,-107.9,0,1464,1330.6,1,0,1,0,0
7308,119,117,114,104,38,876,39,22,235,63,0,0,0,0,0,0,0,0,0,0,1636.9,1576.3,1,0,1,0,1
7309,40,15,24,107,517,421,86,202,38,147,-8.58,-8.58,-8.58,-8.58,-8.58,8.58,8.58,8.58,8.58,8.58,1411.2,1252.8,1,0,1,0,1
7310,61,76,58,29,25,127,68,81,64,12,63.8,-47,-17.4,24,24,-63.8,17.4,-24,47,-24,1421.7,1326.3,0,1,1,0,1
7311,54,497,29,3,154,4,28,157,164,350,17.2,95.85,95.85,11.6,78,-11.6,-78,-95.85,-17.2,-95.85,1549.9,1269.2,0,1,1,0,1
7312,24,876,111,202,517,516,120,203,497,3,0,223.8,0,0,115.8,0,-223.8,0,0,-115.8,1956.1,1290.9,1,0,1,0,1
7313,432,777,84,76,202,40,21,245,30,39,0,0,41.5,76.9,0,0,0,-76.9,-41.5,0,1608.3,1264.6,1,0,1,0,1
7314,246,25,202,10,35,14,104,61,50,89,0,-67.2,-67.2,0,-116.1,0,116.1,0,67.2,67.2,1254.6,1480.7,0,1,0,1,0
7315,20,238,164,115,81,79,145,517,236,53,0,-17.2,0,8,8,0,-8,0,17.2,-8,1250.1,1160.3,0,1,1,0,1
7316,120,350,126,81,136,245,53,39,107,21,0,1.25,0,1.25,-23.5,23.5,-1.25,0,0,-1.25,1340.7,1731.3,0,1,0,1,0
7317,76,58,7,119,53,25,121,91,202,57,-58.5,88.1,174.2,-3.55,-3.55,3.55,58.5,-174.2,3.55,-88.1,1381.6,1272.5,1,0,1,0,1
7318,84,51,120,126,53,80,4,81,68,62,48.1,-39.35,53.1,74.1,-39.35,39.35,-48.1,39.35,-53.1,-74.1,1417.2,1357.3,1,0,0,1,1
7319,120,8,145,497,122,22,91,43,84,5,6.9,-226.3,15.15,15.15,37.3,-15.15,226.3,-15.15,-37.3,-6.9,1333.8,1523.4,0,1,0,1,1
7320,202,121,16,164,105,30,147,64,8,51,15.7,0.4,15.7,-18,28.3,-28.3,-15.7,-0.4,18,-15.7,1307.2,1252.9,1,0,0,0,0
7321,51,25,92,68,28,43,235,79,164,3,36.15,36.15,42.3,17.5,-12,-36.15,-36.15,12,-42.3,-17.5,1497.8,1431.7,1,0,1,0,0
